state_name,year,total_geographical_area_sqkm,total_forest_area_sqkm,forest_cover_percentage,very_dense_forest_sqkm,moderate_dense_forest_sqkm,open_forest_sqkm,tree_cover_sqkm,total_green_cover_sqkm,forest_category,required_forest_increase_sqkm,air_quality_index,carbon_emission_tons,industrial_index,pollution_level,industry_category,population,estimated_o2_released_tons,estimated_co2_absorbed_tons,population_category,environmental_risk_score,region_category,o2_co2_balance,forest_area_ratio,population_density
Mizoram,1987,58470,29696,50.78843852,7777,12345,9574,3363,33059,High Forest,4454.4,159,302120,37,Poor,Low Industrial,88928365,148480,74240,Very High Population,53.57,Low,74240,0.507884385,1520.922952
Mizoram,1988,58470,42657,72.95536172,9824,6658,26175,1967,44624,Very High Forest,6398.55,151,589518,60,Poor,Moderate Industrial,54511336,213285,106642.5,Very High Population,97.94,High,106642.5,0.729553617,932.2958098
Mizoram,1989,58470,48973,83.75748247,11852,15566,21555,3411,52384,Very High Forest,9794.6,204,431575,46,Very Poor,Moderate Industrial,117162586,244865,122432.5,Very High Population,93.29,Low,122432.5,0.837574825,2003.806841
Mizoram,1990,58470,18094,30.94578416,2725,8541,6828,5304,23398,Moderate Forest,542.82,55,541796,75,Moderate,Highly Industrial,64383232,90470,45235,Very High Population,67.72,High,45235,0.309457842,1101.132752
Mizoram,1991,58470,34321,58.69847785,1305,17292,15724,5331,39652,High Forest,5148.15,186,341414,61,Poor,Moderate Industrial,14205536,171605,85802.5,Medium/Low Population,11.94,Low,85802.5,0.586984779,242.9542671
Mizoram,1992,58470,29925,51.18009236,5255,18990,5680,722,30647,High Forest,5985,248,513167,66,Very Poor,Moderate Industrial,86203348,149625,88205,Very High Population,64.42,High,61420,0.511800924,1474.317565
Mizoram,1993,58470,57674,98.63861809,4800,24255,28619,3894,61568,Very High Forest,8651.1,174,484749,40,Poor,Moderate Industrial,50070206,288370,144185,Very High Population,45.89,Medium,144185,0.986386181,856.340106
Mizoram,1994,58470,36101,61.74277407,2862,8307,24932,2822,38923,Very High Forest,7220.2,216,64010,89,Very Poor,Highly Industrial,37381020,180505,90252.5,High Population,6.71,High,90252.5,0.617427741,639.3196511
Mizoram,1995,58470,41559,71.07747563,6413,9867,25279,5422,46981,Very High Forest,3324.72,138,106354,57,Poor,Moderate Industrial,83607376,207795,103897.5,Very High Population,13.25,Medium,103897.5,0.710774756,1429.919206
Mizoram,1996,58470,49463,84.59551907,5588,16242,27633,5063,54526,Very High Forest,1483.89,67,479307,94,Moderate,Highly Industrial,82462917,176410,123657.5,Very High Population,17.82,Low,52752.5,0.845955191,1410.345767
Mizoram,1997,58470,43658,74.66735078,7035,13346,23277,4705,48363,Very High Forest,8731.6,239,560864,74,Very Poor,Moderate Industrial,87178181,218290,109145,Very High Population,57.6,Medium,109145,0.746673508,1490.989926
Mizoram,1998,58470,40065,68.52231914,8531,10063,21471,1649,41714,Very High Forest,3205.2,148,164456,62,Poor,Moderate Industrial,91354324,200325,88205,Very High Population,97.81,High,112120,0.685223191,1562.413614
Mizoram,1999,58470,37850,64.73405165,3121,13498,21231,3213,41063,Very High Forest,5677.5,161,262573,50,Poor,Moderate Industrial,27465013,189250,94625,High Population,94.98,Low,94625,0.647340517,469.728288
Mizoram,2000,58470,38236,65.39421926,8573,16164,13499,5942,44178,Very High Forest,7647.2,201,553229,79,Very Poor,Highly Industrial,62606803,191180,95590,Very High Population,35.97,Low,95590,0.653942193,1070.750864
Mizoram,2001,58470,32646,55.8337609,3656,5808,23182,2193,34839,High Forest,4896.9,159,72475,38,Poor,Low Industrial,10051281,163230,81615,Medium/Low Population,18.42,High,81615,0.558337609,171.9049256
Mizoram,2002,58470,44566,76.22028391,5256,9341,29969,3589,48155,Very High Forest,1336.98,78,123992,87,Moderate,Highly Industrial,51323771,95900,47950,Very High Population,73.88,Medium,47950,0.762202839,877.7795622
Mizoram,2003,58470,19180,32.80314691,1469,10770,6941,2876,22056,Moderate Forest,3836,243,517711,37,Very Poor,Low Industrial,71100014,165895,82947.5,Very High Population,74.58,High,82947.5,0.328031469,1216.008449
Mizoram,2004,58470,33179,56.74533949,1566,14202,17411,3570,36749,High Forest,2654.32,121,507679,44,Poor,Moderate Industrial,116156572,149685,74842.5,Very High Population,35.74,High,74842.5,0.567453395,1986.601197
Mizoram,2005,58470,29937,51.2006157,3376,6098,20463,4496,34433,High Forest,898.11,78,53464,33,Moderate,Low Industrial,33701229,116975,58487.5,High Population,10.38,Medium,58487.5,0.512006157,576.3849666
Mizoram,2006,58470,23395,40.01197195,1259,12828,9308,4158,27553,High Forest,701.85,99,262916,84,Moderate,Highly Industrial,19058377,260595,130297.5,Medium/Low Population,36.93,Medium,130297.5,0.40011972,325.9513768
Mizoram,2007,58470,52119,89.1380195,10855,14315,26949,2160,54279,Very High Forest,7817.85,176,327067,57,Poor,Moderate Industrial,59378176,222470,111235,Very High Population,35.37,High,111235,0.891380195,1015.532341
Mizoram,2008,58470,44494,76.09714383,7507,15012,21975,1658,46152,Very High Forest,6674.1,168,241863,49,Poor,Moderate Industrial,117690969,156950,78475,Very High Population,42.25,Medium,78475,0.760971438,2012.843663
Mizoram,2009,58470,52414,89.64255174,8000,20310,24104,5113,57527,Very High Forest,7862.1,160,274037,49,Poor,Moderate Industrial,94960068,146525,73262.5,Very High Population,27.59,High,73262.5,0.896425517,1624.081888
Mizoram,2010,58470,31390,53.68565076,1050,10931,19409,4193,35583,High Forest,4708.5,184,562054,87,Poor,Highly Industrial,99274236,168365,84182.5,Very High Population,14.17,Medium,84182.5,0.536856508,1697.866188
Mizoram,2011,58470,29305,50.11971951,8381,6679,14245,4123,33428,High Forest,2344.4,109,480603,36,Poor,Low Industrial,5431176,190025,95012.5,Medium/Low Population,11.09,High,95012.5,0.501197195,92.88825038
Mizoram,2012,58470,33673,57.59021721,1494,14689,17490,1298,34971,High Forest,1010.19,75,57236,75,Moderate,Highly Industrial,77039541,191525,95762.5,Very High Population,95.48,Low,95762.5,0.575902172,1317.590918
Mizoram,2013,58470,38005,64.99914486,5780,9333,22892,4482,42487,Very High Forest,1140.15,67,332255,71,Moderate,Moderate Industrial,18557334,199600,99800,Medium/Low Population,87.97,Low,99800,0.649991449,317.3821447
Mizoram,2014,58470,38305,65.51222849,6806,23913,7586,3981,42286,Very High Forest,7661,225,354675,50,Very Poor,Moderate Industrial,50373116,238265,119132.5,Very High Population,97.05,High,119132.5,0.655122285,861.5207115
Mizoram,2015,58470,39920,68.27432872,4471,9792,25657,2528,42448,Very High Forest,7984,233,382851,87,Very Poor,Highly Industrial,52271950,178285,89142.5,Very High Population,24.13,Low,89142.5,0.682743287,893.9960664
Mizoram,2016,58470,47653,81.49991449,10050,21960,15643,3467,51120,Very High Forest,1429.59,95,292530,40,Moderate,Moderate Industrial,53428970,156850,78425,Very High Population,95.54,Low,78425,0.814999145,913.7843338
Mizoram,2017,58470,35657,60.9834103,7289,12627,15741,1051,36708,Very High Forest,2852.56,140,267533,49,Poor,Moderate Industrial,92449123,215190,107595,Very High Population,46.34,Medium,107595,0.609834103,1581.137729
Mizoram,2018,58470,31370,53.65144519,6269,5997,19104,2019,33389,High Forest,2509.6,134,158384,82,Poor,Highly Industrial,32576044,194535,97267.5,High Population,61.24,High,97267.5,0.536514452,557.1411664
Mizoram,2019,58470,43038,73.60697794,5996,22840,14202,5233,48271,Very High Forest,3443.04,127,58163,38,Poor,Low Industrial,75734173,276730,138365,Very High Population,39.84,High,138365,0.736069779,1295.265487
Mizoram,2020,58470,38907,66.54181632,6761,11167,20979,2437,41344,Very High Forest,3112.56,105,499445,79,Poor,Highly Industrial,78534949,196405,98202.5,Very High Population,50.05,Low,98202.5,0.665418163,1343.166564
Mizoram,2021,58470,55346,94.65708911,11442,19918,23986,5202,60548,Very High Forest,1660.38,75,227631,94,Moderate,Highly Industrial,70582883,115645,57822.5,Very High Population,64.96,Medium,57822.5,0.946570891,1207.164067
Nagaland,1974,60973,19024,31.20069539,2695,5807,10522,5888,24912,Moderate Forest,570.72,58,273544,41,Moderate,Moderate Industrial,34517734,95120,47560,High Population,1.6,Medium,47560,0.312006954,566.1150673
Nagaland,1975,60973,31709,52.00498581,11543,14547,5619,5421,37130,High Forest,951.27,98,126540,49,Moderate,Moderate Industrial,47984859,158545,79272.5,High Population,53.72,Medium,79272.5,0.520049858,786.9853706
Nagaland,1976,60973,25758,42.24492808,3512,6370,15876,1803,27561,High Forest,2060.64,142,392061,90,Poor,Highly Industrial,61607848,128790,64395,Very High Population,42.76,High,64395,0.422449281,1010.411953
Nagaland,1977,60973,48268,79.16290817,4321,16075,27872,4524,52792,Very High Forest,9653.6,223,528789,55,Very Poor,Moderate Industrial,27008400,241340,120670,High Population,49.27,Low,120670,0.791629082,442.9567185
Nagaland,1978,60973,54011,88.5818313,9400,15548,29063,1522,55533,Very High Forest,10802.2,212,495740,50,Very Poor,Moderate Industrial,10051281,125185,62592.5,Very High Population,35.14,High,62592.5,0.885818313,164.8480639
Nagaland,1979,60973,25037,41.06243747,7292,11122,6623,5866,30903,High Forest,2002.96,103,413654,34,Poor,Low Industrial,82053509,232465,116232.5,Very High Population,12.41,Low,116232.5,0.410624375,1345.735145
Nagaland,1980,60973,46493,76.25178358,9674,24562,12257,5841,52334,Very High Forest,1394.79,92,103312,78,Moderate,Highly Industrial,30638073,144365,72182.5,High Population,95.66,Low,72182.5,0.762517836,502.4859036
Nagaland,1981,60973,28873,47.35374674,3670,9423,15780,1766,30639,High Forest,4330.95,196,202016,92,Poor,Highly Industrial,75451040,258645,129322.5,Very High Population,96.82,Low,129322.5,0.473537467,1237.450019
Nagaland,1982,60973,51729,84.83919112,11002,15328,25399,4487,56216,Very High Forest,7759.35,169,459690,49,Poor,Moderate Industrial,112074710,208850,104425,Very High Population,65.16,High,104425,0.848391911,1838.103915
Nagaland,1983,60973,41770,68.50573205,6024,24178,11568,1384,43154,Very High Forest,1253.1,80,386318,74,Moderate,Moderate Industrial,36873653,196945,98472.5,High Population,27.53,Medium,98472.5,0.68505732,604.7537927
Nagaland,1984,60973,39389,64.60072491,8416,14683,16290,3424,42813,Very High Forest,5908.35,189,554778,91,Poor,Highly Industrial,71329608,203920,101960,Very High Population,50.82,High,101960,0.646007249,1169.855641
Nagaland,1985,60973,40784,66.88862283,8561,24729,7494,2028,42812,Very High Forest,3262.72,109,155526,93,Poor,Highly Industrial,5460621,250450,125225,Medium/Low Population,25.33,High,125225,0.668886228,89.55801748
Nagaland,1986,60973,50090,82.15111607,7591,14070,28429,4346,54436,Very High Forest,10018,217,194145,58,Very Poor,Moderate Industrial,107701785,81700,40850,Very High Population,58.09,High,40850,0.821511161,1766.384875
Nagaland,1987,60973,50478,82.7874633,10430,12293,27755,2017,52495,Very High Forest,10095.6,223,325370,51,Very Poor,Moderate Industrial,118808911,153160,76580,Very High Population,1.37,Low,76580,0.827874633,1948.549538
Nagaland,1988,60973,16340,26.79874699,3357,5412,7571,5907,22247,Moderate Forest,1307.2,113,242600,95,Poor,Highly Industrial,91610949,237630,118815,Very High Population,8.44,High,118815,0.26798747,1502.48387
Nagaland,1989,60973,30632,50.23863021,4821,8900,16911,3784,34416,High Forest,918.96,91,497544,55,Moderate,Moderate Industrial,36628886,157285,78642.5,High Population,85.48,Medium,78642.5,0.502386302,600.739442
Nagaland,1990,60973,47526,77.94597609,6064,13916,27546,3994,51520,Very High Forest,3802.08,143,385313,46,Poor,Moderate Industrial,1195940,176410,121635,Medium/Low Population,65.46,Medium,54775,0.779459761,19.61425549
Nagaland,1991,60973,31457,51.59168812,3484,21012,6961,3613,35070,High Forest,2516.56,122,403976,73,Poor,Moderate Industrial,43676178,150735,75367.5,High Population,20.48,Medium,75367.5,0.515916881,716.3199777
Nagaland,1992,60973,48654,79.79597527,2732,24638,21284,4313,52967,Very High Forest,3892.32,147,311523,38,Poor,Low Industrial,70668732,225845,112922.5,Very High Population,94.44,Medium,112922.5,0.797959753,1159.016811
Nagaland,1993,60973,30147,49.44319617,1970,15271,12906,1414,31561,High Forest,904.41,62,281032,48,Moderate,Moderate Industrial,65730278,163935,81967.5,Very High Population,56.17,Medium,81967.5,0.494431962,1078.022699
Nagaland,1994,60973,45169,74.08033064,4959,15411,24799,1486,46655,Very High Forest,1355.07,50,320876,64,Good,Moderate Industrial,109148188,197545,98772.5,Very High Population,79.71,Low,98772.5,0.740803306,1790.1069
Nagaland,1995,60973,32787,53.77298148,7555,14582,10650,5946,38733,High Forest,2622.96,132,433768,62,Poor,Moderate Industrial,58490209,194755,97377.5,Very High Population,36.78,Low,97377.5,0.537729815,959.2804848
Nagaland,1996,60973,39509,64.79753333,6065,11347,22097,1222,40731,Very High Forest,3160.72,121,318298,82,Poor,Highly Industrial,26895656,137925,68962.5,High Population,10.55,High,68962.5,0.647975333,441.1076378
Nagaland,1997,60973,38951,63.88237417,9535,15816,13600,2493,41444,Very High Forest,1168.53,72,571095,67,Moderate,Moderate Industrial,88232947,170875,85437.5,Very High Population,91.01,High,85437.5,0.638823742,1447.082266
Nagaland,1998,60973,27585,45.24133633,7398,10626,9561,2126,29711,High Forest,4137.75,191,165756,59,Poor,Moderate Industrial,45289772,231330,115665,High Population,17.84,Low,115665,0.452413363,742.784052
Nagaland,1999,60973,34175,56.04939891,1010,24869,8296,3129,37304,High Forest,6835,212,77577,34,Very Poor,Low Industrial,10051281,256595,88205,Very High Population,19.84,Low,168390,0.560493989,164.8480639
Nagaland,2000,60973,46266,75.87948764,4536,12030,29700,5759,52025,Very High Forest,6939.9,154,588778,65,Poor,Moderate Industrial,39376824,233245,116622.5,High Population,44.29,Medium,116622.5,0.758794876,645.8075542
Nagaland,2001,60973,51319,84.16676234,5833,19942,25544,2888,54207,Very High Forest,1539.57,87,189832,41,Moderate,Moderate Industrial,71818665,168615,84307.5,Very High Population,58.14,High,84307.5,0.841667623,1177.876519
Nagaland,2002,60973,46649,76.50763453,5073,12073,29503,2037,48686,Very High Forest,1399.47,97,274314,45,Moderate,Moderate Industrial,57547236,202295,101147.5,Very High Population,20.45,Low,101147.5,0.765076345,943.8150657
Nagaland,2003,60973,33723,55.30808719,3104,21539,9080,552,34275,High Forest,5058.45,170,111014,95,Poor,Highly Industrial,67605269,184280,92140,Very High Population,20.62,High,92140,0.553080872,1108.773867
Nagaland,2004,60973,40459,66.35560002,4519,5944,29996,1851,42310,Very High Forest,3236.72,110,158218,40,Poor,Moderate Industrial,1230926,264630,132315,Medium/Low Population,59.58,Medium,132315,0.663556,20.18805045
Nagaland,2005,60973,36856,60.44642711,1333,13974,21549,1487,38343,Very High Forest,2948.48,128,302203,88,Poor,Highly Industrial,91961723,219435,109717.5,Very High Population,0.02,Low,109717.5,0.604464271,1508.23681
Nagaland,2006,60973,52926,86.80235514,10234,13047,29645,1469,54395,Very High Forest,10585.2,238,55117,93,Very Poor,Highly Industrial,111503138,116300,58150,Very High Population,74.22,Medium,58150,0.868023551,1828.729733
Nagaland,2007,60973,43887,71.97776065,5379,14295,24213,1610,45497,Very High Forest,1316.61,76,249337,45,Moderate,Moderate Industrial,67765300,206715,103357.5,Very High Population,22.03,Low,103357.5,0.719777606,1111.398488
Nagaland,2008,60973,23260,38.14803274,5867,7398,9995,1408,24668,Moderate Forest,3489,175,414451,60,Poor,Moderate Industrial,38607338,144755,72377.5,High Population,81.66,Low,72377.5,0.381480327,633.1874436
Nagaland,2009,60973,41343,67.80542207,6258,22849,12236,1897,43240,Very High Forest,1240.29,66,294636,46,Moderate,Moderate Industrial,59067283,189120,94560,Very High Population,20.77,Medium,94560,0.678054221,968.7449035
Nagaland,2010,60973,28951,47.48167222,5419,10958,12574,4529,33480,High Forest,4342.65,193,518910,55,Poor,Moderate Industrial,10051281,200665,100332.5,High Population,0.32,Low,100332.5,0.474816722,164.8480639
Nagaland,2011,60973,37824,62.03401506,10524,10325,16975,2712,40536,Very High Forest,1134.72,74,170622,70,Moderate,Moderate Industrial,6808464,132730,66365,Medium/Low Population,76.33,High,66365,0.620340151,111.6635888
Nagaland,2012,60973,40133,65.82093714,11384,21681,7068,1456,41589,Very High Forest,1203.99,57,272622,45,Moderate,Moderate Industrial,26284722,185665,92832.5,High Population,4.86,High,92832.5,0.658209371,431.0878914
Nagaland,2013,60973,26546,43.5373034,6201,9120,11225,2328,28874,High Forest,5309.2,213,168397,70,Very Poor,Moderate Industrial,67859338,192975,96487.5,Very High Population,67.32,High,96487.5,0.435373034,1112.940777
Nagaland,2014,60973,37133,60.90072655,4260,20893,11980,1679,38812,Very High Forest,7426.6,216,68763,39,Very Poor,Low Industrial,55285418,129325,64662.5,Very High Population,98.28,Medium,64662.5,0.609007266,906.7196628
Nagaland,2015,60973,38595,63.29850918,1328,9579,27688,4579,43174,Very High Forest,1157.85,68,274473,90,Moderate,Highly Industrial,73097714,162375,81187.5,Very High Population,0.66,High,81187.5,0.632985092,1198.853821
Nagaland,2016,60973,25865,42.42041559,6947,5034,13884,5645,31510,High Forest,3879.75,154,211462,83,Poor,Highly Industrial,89825521,255260,127630,Very High Population,23.04,Medium,127630,0.424204156,1473.201597
Nagaland,2017,60973,32475,53.26127958,3707,12202,16566,5906,38381,High Forest,974.25,87,571339,86,Moderate,Highly Industrial,78562904,254245,127122.5,Very High Population,41.05,Medium,127122.5,0.532612796,1288.486773
Nagaland,2018,60973,51052,83.7288636,4414,19478,27160,2308,53360,Very High Forest,1531.56,77,243978,50,Moderate,Moderate Industrial,62115188,91185,45592.5,Very High Population,68.73,High,45592.5,0.837288636,1018.732685
Nagaland,2019,60973,50849,83.39592935,5775,15396,29678,2755,53604,Very High Forest,7627.35,166,230721,43,Poor,Moderate Industrial,39691665,208880,104440,High Population,84.76,Medium,104440,0.833959293,650.9711676
Nagaland,2020,60973,18237,29.90996015,1439,7217,9581,5750,23987,Moderate Forest,3647.4,228,522436,62,Very Poor,Moderate Industrial,39486572,302725,151362.5,High Population,70.09,Medium,151362.5,0.299099601,647.6074984
Nagaland,2021,60973,41776,68.51557247,3822,12503,25451,1037,42813,Very High Forest,8355.2,227,125398,44,Very Poor,Moderate Industrial,53042350,133590,66795,Very High Population,84.81,High,66795,0.685155725,869.9317731
Odisha,1974,127512,21908,17.18112805,4865,7298,9745,3323,25231,Low Forest,4381.6,249,430863,32,Very Poor,Low Industrial,110642100,109540,54770,Very High Population,34.6,Low,54770,0.171811281,867.6995106
Odisha,1975,127512,23037,18.06653491,1117,12149,9771,2497,25534,Low Forest,1842.96,128,117087,45,Poor,Moderate Industrial,111989174,176410,57592.5,Very High Population,76.78,Medium,118817.5,0.180665349,878.2638026
Odisha,1976,127512,18480,14.49275362,6485,5767,6228,4284,22764,Low Forest,1478.4,139,301024,92,Poor,Highly Industrial,97988760,92400,46200,Very High Population,40.68,Medium,46200,0.144927536,768.4669678
Odisha,1977,127512,39275,30.80102265,5417,18431,15427,3718,42993,Moderate Forest,3142,140,518823,79,Poor,Highly Industrial,7653405,176410,72855,Very High Population,18.04,Medium,103555,0.308010226,60.02105684
Odisha,1978,127512,29142,22.85431959,4253,13213,11676,3028,32170,Moderate Forest,874.26,86,422376,87,Moderate,Highly Industrial,72213160,216610,108305,Very High Population,64.73,High,108305,0.228543196,566.3244244
Odisha,1979,127512,43322,33.97484158,5393,9193,28736,5531,48853,Moderate Forest,6498.3,164,118999,90,Poor,Highly Industrial,74551610,224835,112417.5,Very High Population,60.88,High,112417.5,0.339748416,584.6634827
Odisha,1980,127512,44967,35.26491624,7175,9295,28497,3725,48692,Moderate Forest,1349.01,99,457042,47,Moderate,Moderate Industrial,68104736,176410,91525,Very High Population,76.76,Low,84885,0.352649162,534.1045235
Odisha,1981,127512,36610,28.71102328,10207,20313,6090,1029,37639,Moderate Forest,7322,225,406843,90,Very Poor,Highly Industrial,28042507,280905,140452.5,High Population,98.77,Low,140452.5,0.287110233,219.920533
Odisha,1982,127512,56181,44.05938265,6415,23546,26220,5452,61633,High Forest,11236.2,205,522043,72,Very Poor,Moderate Industrial,35334508,256120,128060,High Population,149.495,Low,128060,0.440593826,277.1073154
Odisha,1983,127512,51224,40.17190539,2505,22087,26632,5273,56497,High Forest,4097.92,139,580865,34,Poor,Low Industrial,114177693,161430,80715,Very High Population,80.71,Low,80715,0.401719054,895.4270422
Odisha,1984,127512,32286,25.31996989,5348,6622,20316,2798,35084,Moderate Forest,4842.9,178,167550,73,Poor,Moderate Industrial,107575021,167985,83992.5,Very High Population,87.32,High,83992.5,0.253199699,843.6462529
Odisha,1985,127512,33597,26.34810841,2208,6340,25049,4709,38306,Moderate Forest,1007.91,77,302485,44,Moderate,Moderate Industrial,23794788,127180,63590,High Population,66.53,Medium,63590,0.263481084,186.6082251
Odisha,1986,127512,25436,19.94792647,2369,9891,13176,3514,28950,Low Forest,3815.4,164,288229,95,Poor,Highly Industrial,1474135,183995,91997.5,Medium/Low Population,15.63,Low,91997.5,0.199479265,11.56075507
Odisha,1987,127512,36799,28.85924462,3805,23510,9484,1141,37940,Moderate Forest,7359.8,205,482704,46,Very Poor,Moderate Industrial,116580077,95490,47745,Very High Population,27.89,High,47745,0.288592446,914.2674964
Odisha,1988,127512,19098,14.97741389,1204,9763,8131,2124,21222,Low Forest,3819.6,237,438501,50,Very Poor,Moderate Industrial,30814297,146860,73430,High Population,49.79,Low,73430,0.149774139,241.6580165
Odisha,1989,127512,29372,23.03469477,6777,14532,8063,3660,33032,Moderate Forest,881.16,57,414348,52,Moderate,Moderate Industrial,66708339,138500,69250,Very High Population,56.98,Medium,69250,0.230346948,523.1534209
Odisha,1990,127512,27700,21.72344564,1314,14313,12073,2846,30546,Moderate Forest,4155,157,532596,65,Poor,Moderate Industrial,43695978,143595,71797.5,High Population,55.1,Medium,71797.5,0.217234456,342.6813006
Odisha,1991,127512,28719,22.52258611,4070,14689,9960,1218,29937,Moderate Forest,2297.52,150,103444,39,Poor,Low Industrial,48555122,228470,114235,High Population,31.19,High,114235,0.225225861,380.7886473
Odisha,1992,127512,45694,35.83505866,10075,20808,14811,4515,50209,Moderate Forest,1370.82,96,457319,56,Moderate,Moderate Industrial,84869749,203735,101867.5,Very High Population,80.27,Low,101867.5,0.358350587,665.5824471
Odisha,1993,127512,40747,31.9554238,7139,11825,21783,5109,45856,Moderate Forest,6112.05,165,312364,53,Poor,Moderate Industrial,79646238,164370,82185,Very High Population,16.61,Medium,82185,0.319554238,624.6175889
Odisha,1994,127512,32874,25.78110296,10695,7324,14855,4497,37371,Moderate Forest,4931.1,166,155866,36,Poor,Low Industrial,6910289,259165,129582.5,Medium/Low Population,14.68,Low,129582.5,0.25781103,54.19324456
Odisha,1995,127512,51833,40.6495075,9180,24543,18110,779,52612,High Forest,10366.6,219,124340,73,Very Poor,Moderate Industrial,53596245,242865,121432.5,Very High Population,55.94,Low,121432.5,0.406495075,420.3231461
Odisha,1996,127512,48573,38.09288538,3406,17730,27437,796,49369,Moderate Forest,9714.6,204,263344,74,Very Poor,Moderate Industrial,10284794,225080,112540,Medium/Low Population,35.82,High,112540,0.380928854,80.65745969
Odisha,1997,127512,45016,35.303344,4245,22062,18709,1341,46357,Moderate Forest,9003.2,248,177643,76,Very Poor,Highly Industrial,7019247,172395,86197.5,Medium/Low Population,69.89,Medium,86197.5,0.35303344,55.04773668
Odisha,1998,127512,34479,27.03980802,4161,15766,14552,534,35013,Moderate Forest,6895.8,234,535314,88,Very Poor,Highly Industrial,49885496,206085,103042.5,High Population,45.32,Low,103042.5,0.27039808,391.2219713
Odisha,1999,127512,20700,16.23376623,3354,9641,7705,4228,24928,Low Forest,3105,177,277233,70,Poor,Moderate Industrial,101608886,171790,85895,Very High Population,47.76,Medium,85895,0.162337662,796.8574409
Odisha,2000,127512,41217,32.32401656,8435,8263,24519,2331,43548,Moderate Forest,6182.55,174,288385,86,Poor,Highly Industrial,56655347,157250,78625,Very High Population,47.42,Low,78625,0.323240166,444.313845
Odisha,2001,127512,34358,26.94491499,4922,11094,18342,4860,39218,Moderate Forest,1030.74,89,518896,70,Moderate,Moderate Industrial,44208992,164760,82380,High Population,59.92,Medium,82380,0.26944915,346.7045611
Odisha,2002,127512,31450,24.66434532,6057,7278,18115,2270,33720,Moderate Forest,943.5,55,98958,84,Moderate,Highly Industrial,116944434,189300,94650,Very High Population,74.72,High,94650,0.246643453,917.1249294
Odisha,2003,127512,32952,25.84227367,9477,5999,17476,3769,36721,Moderate Forest,6590.4,249,491921,32,Very Poor,Low Industrial,63447786,169050,84525,Very High Population,38.08,Medium,84525,0.258422737,497.5828628
Odisha,2004,127512,37860,29.69132317,10211,5717,21932,964,38824,Moderate Forest,7572,205,98986,30,Very Poor,Low Industrial,29453791,188520,94260,High Population,23.5,Medium,94260,0.296913232,230.9883854
Odisha,2005,127512,33810,26.51515152,8476,8850,16484,2717,36527,Moderate Forest,2704.8,146,249193,81,Poor,Highly Industrial,36615316,271115,135557.5,High Population,39.76,Medium,135557.5,0.265151515,287.151923
Odisha,2006,127512,37704,29.56898174,5237,21416,11051,3120,40824,Moderate Forest,3016.32,115,343588,39,Poor,Low Industrial,118011555,250330,125165,Very High Population,43.27,High,125165,0.295689817,925.4937182
Odisha,2007,127512,54223,42.52384089,1374,24111,28738,612,54835,High Forest,4337.84,134,495799,36,Poor,Low Industrial,67137937,218325,109162.5,Very High Population,21.57,Medium,109162.5,0.425238409,526.5224998
Odisha,2008,127512,50066,39.26375557,6816,18043,25207,1020,51086,Moderate Forest,4005.28,139,358944,93,Poor,Highly Industrial,97529141,162050,81025,Very High Population,23.2,High,81025,0.392637556,764.8624522
Odisha,2009,127512,43665,34.24383587,6917,24851,11897,5418,49083,Moderate Forest,6549.75,158,280793,93,Poor,Highly Industrial,15432799,225205,112602.5,Medium/Low Population,18.17,High,112602.5,0.342438359,121.0301697
Odisha,2010,127512,32410,25.41721563,3989,15395,13026,3289,35699,Moderate Forest,6482,220,579334,75,Very Poor,Highly Industrial,53487088,149550,74775,Very High Population,23.65,Medium,74775,0.254172156,419.4670933
Odisha,2011,127512,45041,35.32295,10134,6690,28217,4768,49809,Moderate Forest,1351.23,55,421886,37,Moderate,Low Industrial,96773553,271985,135992.5,Very High Population,61.68,Low,135992.5,0.3532295,758.9368295
Odisha,2012,127512,29910,23.45661585,5391,9459,15060,5864,35774,Moderate Forest,4486.5,165,465869,57,Poor,Moderate Industrial,115298260,149290,74645,Very High Population,80.74,Low,74645,0.234566158,904.2149758
Odisha,2013,127512,54397,42.66029864,3676,22514,28207,2029,56426,High Forest,10879.4,245,411691,68,Very Poor,Moderate Industrial,100136586,282590,141295,Very High Population,38.11,High,141295,0.426602986,785.3110766
Odisha,2014,127512,29858,23.41583537,10409,9164,10285,1983,31841,Moderate Forest,895.74,50,339329,72,Good,Moderate Industrial,61868302,235385,117692.5,Very High Population,57.91,Low,117692.5,0.234158354,485.1959188
Odisha,2015,127512,56518,44.3236715,9899,16674,29945,3560,60078,High Forest,1695.54,76,354891,65,Moderate,Moderate Industrial,10051281,133505,66752.5,High Population,60.72,Low,66752.5,0.443236715,78.82615754
Odisha,2016,127512,47077,36.91966246,9293,15111,22673,2226,49303,Moderate Forest,3766.16,110,334971,30,Poor,Low Industrial,6781804,170795,85397.5,Medium/Low Population,99.44,Medium,85397.5,0.369196625,53.1856139
Odisha,2017,127512,26701,20.93998996,9908,8731,8062,3665,30366,Moderate Forest,4005.15,197,211653,43,Poor,Moderate Industrial,32576178,121300,60650,High Population,79.26,Low,60650,0.2093999,255.4753906
Odisha,2018,127512,34159,26.78885125,8740,11316,14103,2485,36644,Moderate Forest,2732.72,117,312180,85,Poor,Highly Industrial,31664043,103410,51705,High Population,5.3,Medium,51705,0.267888512,248.3220638
